id,team,name,position,count,mean,std,min,25%,50%,75%,max,relative_deviation,mode
27,Osasuna,Jesús Areso,DEF,24,3.416666667,3.475587741,-1,0.75,3,6,12,101.7245192,-1
28,Osasuna,Rubén Peña,DEF,19,1.894736842,2.131633094,-1,1,1,2,7,112.5028578,1
29,Osasuna,Kike Barja,MED,9,1.888888889,0.927960727,0,2,2,2,3,49.12733261,2
30,Osasuna,Aitor Fernández,POR,,0,0,0,0,0,0,0,0,0
31,Osasuna,Aimar Oroz,MED,25,4.92,4.132392366,0,2,4,6,15,83.99171476,2
32,Osasuna,Alejandro Catena,DEF,24,4.416666667,3.463055533,-2,2.75,4,6,11,78.40880452,4
33,Osasuna,Boyomo,DEF,25,4.64,3.450603812,-1,2,4,7,11,74.36646146,1
34,Osasuna,Unai García,DEF,,0,0,0,0,0,0,0,0,0
35,Osasuna,Jorge Herrando,DEF,11,2.727272727,3.036145882,-3,1,2,5.5,7,111.325349,1
36,Osasuna,Iker Muñoz,MED,14,1.714285714,1.204387583,0,1,2,2,5,70.25594235,2
37,Osasuna,Sergio Herrera,POR,26,6.153846154,3.460546867,-1,4,6.5,8,13,56.23388658,7
38,Osasuna,José Arnáiz,DEL,8,2.25,0.707106781,2,2,2,2,4,31.42696805,2
39,Osasuna,Jon Moncayola,MED,24,3.166666667,2.389590954,-1,2,3,4.25,10,75.46076697,2
40,Osasuna,Bryan Zaragoza,MED,20,5.1,4.278465047,0,3,4,6,18,83.89147151,4
41,Osasuna,Ante Budimir,DEL,26,6.346153846,5.122048869,0,2.25,4,9.75,17,80.71107309,4
42,Osasuna,Rubén García,MED,25,5.52,3.765191452,1,3,4,8,13,68.20999006,3
43,Osasuna,Raúl García,DEL,23,2.739130435,2.4535205,0,1,2,3.5,11,89.57297065,2
44,Osasuna,Moi Gómez,MED,20,2.4,1.846761034,-1,1,2,3.25,6,76.94837641,2
45,Sevilla,Örjan Nyland,POR,20,5.6,4.0052597,-1,2.75,5,9,12,71.52249464,3
46,Sevilla,Loïc Badé,DEF,22,5.272727273,3.718445889,-2,3.25,6,8.5,11,70.52224961,4
47,Sevilla,Albert Sambi Lokonga,MED,16,4.125,3.685557398,0,1.75,4,6,14,89.34684601,0
48,Sevilla,Djibril Sow,MED,22,4.545454545,3.487764637,-1,2,4.5,6,14,76.73082202,6
49,Sevilla,Juanlu Sánchez,DEF,22,4.136363636,4.773891839,-1,2,2.5,5,22,115.4127697,2
50,Sevilla,Rubén Vargas,DEL,8,5.5,2.878491669,0,4,6,7.25,9,52.33621215,4
51,Sevilla,Chidera Ejuke,MED,17,5.294117647,3.670229998,1,2,5,8,12,69.32656662,2
52,Sevilla,Nemanja Gudelj,DEF,22,4.772727273,2.793390467,0,2.25,6,6,10,58.52818122,6
53,Sevilla,Peque,DEL,18,2.777777778,2.263665834,-2,1.25,2,4.5,7,81.49197001,2
54,Sevilla,Stanis Idumbo Muzambo,MED,10,3.5,2.460803843,1,2,2,6,7,70.30868124,2
55,Sevilla,Suso Fernández,MED,9,2.777777778,1.301708279,1,2,2,4,5,46.86149806,2
56,Sevilla,Manu Bueno,MED,6,3.5,4.679743583,1,1.25,2,2,13,133.7069595,2
57,Sevilla,José Ángel Carmona,DEF,25,4.36,2.942221383,-1,3,4,7,11,67.48214181,3
58,Sevilla,Akor Adams,DEL,1,0,,0,0,0,0,0,,0
59,Sevilla,Dodi Lukebakio,DEL,27,7.518518519,4.089107203,2,4,7,9.5,17,54.38714014,4
60,Sevilla,Marcão,DEF,11,1.454545455,2.381748785,-1,0,1,2,8,163.7452289,0
