,team,name,position,price_trend,count,mean,std,min,25%,50%,75%,max,relative_deviation,mode
158,Alavés,Jesús Owono,POR,downward,5.0,2.0,2.6457513110645907,-2.0,1.0,3.0,3.0,5.0,132.28756555322954,3.0
159,Alavés,Nahuel Tenaglia,DEF,upward,26.0,3.6153846153846154,3.46498973247452,-3.0,2.0,4.0,6.0,9.0,95.84014153652927,2.0
160,Alavés,Facundo Garcés,DEF,downward,3.0,0.6666666666666666,3.2145502536643185,-3.0,-0.5,2.0,2.5,3.0,482.18253804964786,-3.0
161,Alavés,Manu Sánchez,DEF,upward,25.0,2.2,3.6514837167011076,-2.0,0.0,2.0,3.0,15.0,165.97653257732304,0.0
162,Alavés,Joan Jordan,MED,upward,18.0,4.944444444444445,4.398826343766526,0.0,2.0,3.5,7.0,17.0,88.96502717730053,2.0
163,Alavés,Asier Villalibre,DEL,upward,15.0,2.066666666666667,1.9808608037440503,0.0,1.0,2.0,2.0,8.0,95.84810340697017,1.0
164,Alavés,Antonio Sivera,POR,upward,24.0,3.875,3.837033500890567,-2.0,0.75,4.5,6.25,13.0,99.02021937782108,5.0
165,Mallorca,Mateu Morey,DEF,downward,9.0,1.6666666666666667,2.0615528128088303,-1.0,1.0,1.0,3.0,5.0,123.6931687685298,1.0
166,Mallorca,Antonio Lato,DEF,upward,8.0,3.125,2.295181287579947,0.0,2.0,3.0,3.25,8.0,73.4458012025583,3.0
167,Mallorca,Martin Valjent,DEF,upward,23.0,5.0,3.3844564489065974,-1.0,3.0,5.0,7.0,11.0,67.68912897813195,5.0
168,Mallorca,Vedat Muriqi,DEL,upward,23.0,4.826086956521739,4.5592281435372515,-3.0,2.0,3.0,8.0,15.0,94.47049306428539,2.0
169,Mallorca,Johan Mojica,DEF,upward,27.0,5.0,4.0667507347342475,-5.0,2.0,5.0,8.0,13.0,81.33501469468494,8.0
170,Mallorca,Dominik Greif,POR,upward,24.0,5.291666666666667,2.970568188464766,2.0,3.0,4.5,7.0,11.0,56.136721671775106,2.0
171,Mallorca,David López,DEF,downward,1.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0
172,Mallorca,Iván Cuéllar,POR,downward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Mallorca,Sergi Darder,MED,upward,29.0,4.9655172413793105,3.3751482361169782,-2.0,2.0,4.0,7.0,12.0,67.97173531068914,2.0
174,Mallorca,Pablo Maffeo,DEF,upward,23.0,4.739130434782608,3.078036435845953,-1.0,2.0,5.0,6.0,11.0,64.949392682988,6.0
175,Mallorca,José Manuel Copete,DEF,upward,19.0,2.8947368421052633,2.4696994158557763,-1.0,2.0,2.0,3.5,9.0,85.31688891138135,2.0
176,Mallorca,Samú Costa,MED,upward,24.0,4.166666666666667,3.1987316326899036,-1.0,1.0,3.5,7.0,10.0,76.76955918455768,3.0
177,Mallorca,Robert Navarro,MED,upward,23.0,3.652173913043478,3.6382900035865235,0.0,0.0,3.0,7.0,11.0,99.61984533629767,0.0
178,Mallorca,Cyle Larin,DEL,upward,23.0,3.8260869565217392,3.8216152452862064,0.0,1.0,3.0,5.5,14.0,99.8831257290713,0.0
179,Mallorca,Antonio Sánchez,MED,upward,24.0,2.5416666666666665,1.587427962533067,0.0,2.0,2.0,3.0,7.0,62.45618213244853,2.0
180,Mallorca,Manuel Morlanes,MED,upward,20.0,3.9,2.174009151193639,0.0,2.0,4.0,6.0,7.0,55.74382438958049,2.0
181,Mallorca,Omar Mascarell,MED,upward,24.0,3.375,2.222659981037214,0.0,2.0,3.0,4.25,8.0,65.85659203073226,2.0
